created,text,retwc,hashtag,followers,friends
2021-10-07 13:02:32,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,787,266
2021-10-07 13:02:29,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,41,105
2021-10-07 13:02:17,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,386,1002
2021-10-07 13:02:17,"b""RT @arrelleaye: @Viscous_cree @invalid_arg_ @RevanTheCommie @Blankdevices @SocialistMMA @mmerrit5 You're saying people shouldn't support m4\xe2\x80\xa6""",1,None,3741,4188
2021-10-07 13:02:13,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,22,216
2021-10-07 13:02:03,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,7,34
2021-10-07 13:02:03,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,3644,1099
2021-10-07 13:02:01,b'RT @aginnt: It\xe2\x80\x99s truly stunning to watch the mainstream US media completely ignore three months of worldwide daily protests against vaxx ma\xe2\x80\xa6',1057,None,381,399
2021-10-07 13:02:01,b'@Lisa_Oz1 @SexySassyGenius @newscomauHQ @GladysB We\xe2\x80\x99ve been told today (by Kristine Macartney) that double vaxxed a\xe2\x80\xa6 https://t.co/5RpXy45E92',0,None,570,1200
2021-10-07 13:01:58,b'RT @aginnt: It\xe2\x80\x99s truly stunning to watch the mainstream US media completely ignore three months of worldwide daily protests against vaxx ma\xe2\x80\xa6',1057,None,1344,1183
2021-10-07 13:01:53,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,194,197
2021-10-07 13:01:50,"b'RT @aginnt: Almost daily in New York City, there is a protest against the firing of public sector workers based on their vaxx status.\n\nUS m\xe2\x80\xa6'",4043,None,128,217
